conversation_id,n_turns,ai_signals,user_signals
300601,1,intent_addressed|conversation_advanced|scope_matched|ai_structured_response|ai_provides_alternatives|ai_provides_example,
300607,1,ai_asked_clarifying_question|intent_addressed|scope_matched,
300757,8,intent_addressed|scope_matched|conversation_advanced|generate_without_clarifying|appropriate_confidence|silent_assumption|ai_provides_example|ai_flags_complexity|ai_provides_caveats|ai_references_prior_turn|ai_hedges_uncertainty|false_confidence|factual_error,
300920,1,intent_addressed|conversation_advanced|scope_matched|ai_structured_response|ai_provides_alternatives|problem_surfaced,
300932,1,intent_addressed|conversation_advanced|problem_ignored|under_delivered|generate_without_clarifying,user_multi_request
300959,1,intent_addressed|conversation_advanced|scope_matched|appropriate_confidence|over_delivered,user_multi_request
300968,2,conversation_advanced|intent_addressed|generate_without_clarifying|problem_ignored|false_confidence|ai_structured_response|over_delivered|silent_assumption|scope_matched|ai_references_prior_turn,user_ambiguous_request|user_multi_request|user_repeats_request
300991,1,intent_addressed|scope_matched|conversation_advanced,
300995,1,intent_addressed|under_delivered|problem_ignored|conversation_advanced,
301024,3,conversation_advanced|scope_matched|intent_addressed|adaptation|ai_acknowledges_correction,user_corrects_ai|user_implicit_correction
301044,1,intent_addressed|conversation_advanced|scope_matched|ai_structured_response|appropriate_confidence|problem_surfaced,
301052,1,intent_addressed|conversation_advanced|problem_ignored|generate_without_clarifying|ai_provides_alternatives|under_delivered,
301155,1,intent_addressed|conversation_advanced|scope_matched|problem_surfaced|problem_ignored,
301167,1,intent_addressed|conversation_advanced|ai_structured_response|problem_ignored|ai_provides_alternatives|scope_matched,
301211,1,conversation_advanced|intent_addressed|scope_matched|ai_structured_response|false_confidence|factual_error,
301277,1,conversation_advanced|over_delivered|generate_without_clarifying|intent_addressed,
301316,1,conversation_advanced|intent_addressed|over_delivered|scope_matched|generate_without_clarifying,
301410,1,intent_missed|ai_structured_response|generate_without_clarifying|problem_ignored,
301462,2,conversation_advanced|intent_addressed|scope_matched,
301491,5,false_confidence|generate_without_clarifying|under_delivered|scope_matched|ai_structured_response|conversation_advanced|factual_error|adaptation|intent_addressed|ai_asserts_knowledge_limit|ai_refuses_or_declines|ai_provides_alternatives|ai_provides_caveats|performative_hedge|ai_summarizes|conversation_stalled|ai_references_prior_turn|repetition|ai_hedges_uncertainty,user_scope_change|user_provides_invalid_input|user_abandons_thread
301512,1,scope_matched|intent_addressed|conversation_advanced|appropriate_confidence,
301524,1,conversation_advanced|over_delivered|generate_without_clarifying,
301528,1,problem_surfaced|ai_provides_example|ai_provides_alternatives|ai_structured_response|intent_addressed|conversation_advanced|scope_matched|appropriate_confidence|ai_stated_interpretation|generate_without_clarifying|silent_assumption,user_ambiguous_request
301545,1,intent_missed|generate_without_clarifying|ai_structured_response|problem_ignored|scope_matched,user_multi_request
301563,1,intent_missed|problem_ignored|off_topic_drift|ai_structured_response|generate_without_clarifying|plow_through,user_multi_request
301606,1,intent_addressed|conversation_advanced|under_delivered|problem_ignored,
301621,1,conversation_advanced|intent_addressed|ai_summarizes|over_delivered|problem_ignored,
301657,1,intent_addressed|conversation_advanced|ai_structured_response|scope_matched|problem_ignored|ai_provides_caveats|factual_error,
301714,7,ai_provides_step_by_step|ai_structured_response|ai_provides_example|conversation_advanced|intent_addressed|scope_matched|false_confidence|factual_error|ai_provides_caveats|problem_surfaced|ai_references_prior_turn|adaptation|generate_without_clarifying|under_delivered|intent_missed|ai_self_contradiction,user_multi_request|user_implicit_correction|user_validation_seeking|user_ambiguous_request
301719,1,intent_missed|off_topic_drift|problem_ignored|generate_without_clarifying|ai_structured_response,
301720,1,intent_missed|ai_structured_response|off_topic_drift|generate_without_clarifying|problem_ignored|under_delivered,user_multi_request
301721,2,ai_provides_step_by_step|ai_structured_response|generate_without_clarifying|conversation_advanced|intent_addressed|silent_assumption|ai_provides_example|adaptation|under_delivered|ai_offers_to_elaborate,user_ambiguous_request|user_implicit_correction|user_scope_change
301733,1,intent_addressed|conversation_advanced|scope_matched|ai_structured_response|ai_provides_step_by_step|ai_warns_user|problem_ignored,
301740,1,ai_provides_step_by_step|ai_structured_response|conversation_advanced|intent_addressed|ai_provides_alternatives|over_delivered|generate_without_clarifying|scope_matched,user_ambiguous_request
301748,4,ai_asserts_knowledge_limit|ai_provides_alternatives|intent_addressed|scope_matched|conversation_advanced|performative_hedge|appropriate_confidence|adaptation|ai_references_user_words|ai_warns_user|ai_references_prior_turn|ai_structured_response|ai_provides_example|generate_without_clarifying|ai_provides_caveats|false_confidence,user_ambiguous_request|user_asks_clarification|user_abandons_thread
301801,1,intent_addressed|conversation_advanced|scope_matched|ai_structured_response|ai_provides_alternatives|problem_surfaced|under_delivered,
301850,1,intent_missed|problem_ignored|generate_without_clarifying|ai_structured_response|conversation_stalled,
301852,2,ai_structured_response|generate_without_clarifying|over_delivered|conversation_advanced|problem_surfaced|silent_assumption|ai_provides_step_by_step|ai_provides_caveats|intent_addressed|under_delivered|scope_matched|ai_references_prior_turn,user_ambiguous_request|user_implicit_correction
301884,2,intent_addressed|conversation_advanced|ai_structured_response|ai_provides_example|scope_matched|ai_summarizes|appropriate_confidence|generate_without_clarifying|adaptation|ai_references_prior_turn,user_ambiguous_request
301889,2,ai_asked_clarifying_question|ai_structured_response|ai_provides_alternatives|ai_provides_example|ai_provides_caveats|conversation_advanced|intent_addressed|scope_matched|generate_without_clarifying,user_ambiguous_request
301970,3,false_confidence|intent_missed|scope_matched|factual_error|ai_acknowledges_correction|adaptation|conversation_advanced|intent_addressed|conversation_stalled,user_corrects_ai|user_implicit_correction
302021,2,ai_refuses_or_declines|ai_asserts_knowledge_limit|ai_provides_alternatives|intent_addressed|scope_matched|performative_hedge|ai_structured_response|generate_without_clarifying|intent_missed|conversation_advanced|over_delivered|silent_assumption,user_ambiguous_request
302078,1,intent_addressed|conversation_advanced|scope_matched|false_confidence|appropriate_confidence|factual_error,user_validation_seeking
302085,2,ai_structured_response|ai_provides_step_by_step|ai_provides_alternatives|ai_normalizes_difficulty|ai_provides_example|generate_without_clarifying|intent_missed|over_delivered|problem_ignored|silent_assumption|ai_asked_clarifying_question,user_ambiguous_request|user_provides_invalid_input
302090,4,intent_addressed|conversation_advanced|scope_matched|appropriate_confidence|false_confidence|factual_error,user_multi_request
302118,2,ai_structured_response|ai_provides_step_by_step|conversation_advanced|ai_offers_to_elaborate|generate_without_clarifying|ai_hedges_uncertainty|over_delivered|intent_addressed|silent_assumption|ai_flags_complexity|adaptation|ai_validates_user|ai_stated_interpretation|ai_provides_alternatives|ai_asserts_knowledge_limit,user_implicit_correction
302169,3,intent_addressed|conversation_advanced|scope_matched|ai_provides_caveats|intent_missed|ai_hedges_uncertainty|generate_without_clarifying|conversation_stalled|factual_error|false_confidence|ai_references_user_words|repetition,user_repeats_request
302203,2,intent_addressed|conversation_advanced|scope_matched|generate_without_clarifying|silent_assumption,user_repeats_request
302228,1,conversation_advanced|intent_addressed|generate_without_clarifying|over_delivered|scope_matched,
302263,1,intent_addressed|conversation_advanced|scope_matched|ai_structured_response|problem_ignored|generate_without_clarifying,
302269,2,under_delivered|ai_structured_response|over_delivered|intent_missed|generate_without_clarifying|ai_offers_to_elaborate|silent_assumption|ai_provides_step_by_step|off_topic_drift|conversation_advanced|scope_matched|intent_addressed,user_ambiguous_request|user_multi_request|user_abandons_thread
302271,1,intent_addressed|conversation_advanced|false_confidence|over_delivered|generate_without_clarifying|factual_error,
302277,1,intent_addressed|conversation_advanced|scope_matched,
302352,1,intent_missed|false_confidence|conversation_stalled|ai_structured_response|factual_error,user_ambiguous_request
302464,1,under_delivered|problem_ignored|intent_missed|conversation_stalled,
302582,1,intent_addressed|conversation_advanced|ai_structured_response|problem_ignored|generate_without_clarifying|under_delivered|false_confidence,user_multi_request
302668,1,ai_structured_response|ai_provides_caveats|ai_warns_user|conversation_advanced|intent_addressed|ai_validates_user|false_confidence|ethical_tension|scope_matched|factual_error,user_multi_request
302693,1,false_confidence|intent_missed|ai_asked_clarifying_question|off_topic_drift|ai_structured_response|conversation_stalled|factual_error|performative_hedge,
302734,1,ai_structured_response|conversation_advanced|intent_addressed|scope_matched|ai_provides_example|over_delivered|false_confidence,
302834,1,ai_structured_response|ai_provides_example|ai_cites_source|conversation_advanced|intent_addressed|ai_implicit_refusal|false_confidence|generate_without_clarifying|over_delivered|scope_matched|silent_assumption,user_multi_request
302900,1,intent_addressed|ai_structured_response|over_delivered|conversation_advanced|scope_matched|ai_references_user_words,user_ambiguous_request
302937,1,ai_stated_interpretation|ai_structured_response|ai_provides_caveats|conversation_advanced|intent_addressed|false_confidence|generate_without_clarifying|scope_matched|factual_error,
303134,2,ai_summarizes|intent_addressed|scope_matched|conversation_advanced|under_delivered|generate_without_clarifying|ai_structured_response|ai_references_prior_turn,
303211,1,conversation_advanced|intent_addressed|ethical_tension|ai_structured_response|over_delivered|intent_missed|generate_without_clarifying|silent_assumption,
303239,1,conversation_advanced|intent_addressed|scope_matched|ai_provides_example,user_multi_request
303258,1,conversation_advanced|intent_addressed|over_delivered|generate_without_clarifying|problem_ignored,
303359,1,intent_addressed|conversation_advanced|ai_structured_response|problem_ignored|scope_matched|ai_provides_alternatives|factual_error,
303362,1,conversation_advanced|intent_addressed|scope_matched|over_delivered|silent_assumption,user_ambiguous_request
303451,7,ai_provides_step_by_step|ai_structured_response|ai_provides_example|conversation_advanced|intent_addressed|scope_matched|ai_references_prior_turn|ai_acknowledges_correction|adaptation|ai_stated_interpretation|ai_references_user_words|under_delivered|ai_malfunction,user_corrects_ai|user_scope_change
303639,1,conversation_advanced|intent_addressed|scope_matched|generate_without_clarifying,
303687,1,intent_addressed|conversation_advanced|under_delivered|problem_ignored|ai_structured_response,user_multi_request
303704,1,ai_structured_response|ai_provides_step_by_step|ai_provides_caveats|generate_without_clarifying|conversation_advanced|intent_addressed|scope_matched|ai_hedges_uncertainty|appropriate_hedge|silent_assumption,user_ambiguous_request
303764,3,ai_summarizes|intent_addressed|scope_matched|conversation_advanced|under_delivered|generate_without_clarifying|ai_references_prior_turn,user_ambiguous_request|user_multi_request|user_scope_change
303772,1,generate_without_clarifying|over_delivered|ai_structured_response|silent_assumption,user_ambiguous_request
303785,2,ai_structured_response|ai_summarizes|conversation_advanced|intent_addressed|scope_matched|over_delivered|ai_references_user_words,user_abandons_thread
303789,1,intent_addressed|scope_matched|conversation_advanced,
303797,1,intent_addressed|conversation_advanced|under_delivered|problem_ignored|generate_without_clarifying,
303806,1,ai_structured_response|intent_addressed|scope_matched|conversation_advanced|over_delivered,
303868,1,intent_addressed|conversation_advanced|problem_ignored|under_delivered|generate_without_clarifying,
303924,1,ai_implicit_refusal|under_delivered|generate_without_clarifying|ai_structured_response|problem_ignored|conversation_stalled|silent_assumption,user_multi_request
303948,1,conversation_advanced|intent_addressed|scope_matched|ai_structured_response|over_delivered|false_confidence|ai_references_user_words|factual_error,
304012,1,conversation_advanced|intent_addressed|scope_matched|generate_without_clarifying,
304060,1,intent_missed|problem_ignored|ai_structured_response|generate_without_clarifying|conversation_stalled,
304079,1,intent_addressed|conversation_advanced|ai_structured_response|off_topic_drift|problem_ignored|over_delivered,
304091,1,intent_missed|problem_ignored|conversation_stalled|over_delivered|ai_structured_response,user_multi_request
304143,3,ai_hedges_uncertainty|ai_flags_complexity|conversation_advanced|intent_addressed|scope_matched|generate_without_clarifying|ai_structured_response|ai_provides_step_by_step|ai_provides_caveats|intent_missed|off_topic_drift|under_delivered|conversation_stalled,user_abandons_thread
304171,1,intent_addressed|conversation_advanced|scope_matched,
304208,1,conversation_advanced|intent_addressed|scope_matched|over_delivered,
304219,1,conversation_advanced|intent_addressed|scope_matched|over_delivered|generate_without_clarifying,
304279,1,ai_provides_step_by_step|ai_structured_response|ai_provides_example|conversation_advanced|intent_addressed|scope_matched|appropriate_confidence,
304286,1,conversation_advanced|intent_addressed|scope_matched|ai_structured_response|over_delivered,
304331,1,intent_addressed|conversation_advanced|scope_matched|ai_structured_response|generate_without_clarifying,
304387,1,intent_addressed|conversation_advanced|generate_without_clarifying|ai_structured_response|problem_ignored|intent_missed|silent_assumption,
304397,1,ai_provides_step_by_step|ai_structured_response|ai_provides_caveats|ai_warns_user|generate_without_clarifying|under_delivered|intent_missed|problem_surfaced|ai_flags_complexity|silent_assumption,user_multi_request
304421,4,ai_structured_response|generate_without_clarifying|over_delivered|ai_hedges_uncertainty|silent_assumption|ai_refuses_or_declines|ai_asserts_knowledge_limit|ai_provides_step_by_step|ai_provides_alternatives|ai_provides_caveats|false_confidence|intent_missed|under_delivered|performative_hedge|adaptation|conversation_advanced|intent_addressed|ai_provides_example|scope_matched|ai_references_prior_turn|problem_surfaced,user_ambiguous_request|user_implicit_correction|user_repeats_request|user_expresses_dissatisfaction
304459,2,intent_addressed|conversation_advanced|scope_matched,
304482,1,ai_provides_step_by_step|ai_structured_response|ai_provides_caveats|false_confidence|conversation_advanced|intent_addressed|generate_without_clarifying|factual_error,user_ambiguous_request
304502,2,generate_without_clarifying|intent_addressed|conversation_advanced|scope_matched|silent_assumption|over_delivered,
304521,12,intent_addressed|scope_matched|conversation_advanced|false_confidence|over_delivered|generate_without_clarifying|factual_error|ai_hedges_uncertainty|ai_provides_caveats|ai_warns_user|ai_structured_response|ai_provides_alternatives|ai_provides_step_by_step|ai_cites_source|under_delivered|intent_missed|ai_asserts_knowledge_limit|conversation_stalled|appropriate_hedge|ai_self_contradiction|performative_hedge|appropriate_confidence|ai_refuses_or_declines,user_ambiguous_request|user_abandons_thread|user_implicit_correction
304534,1,conversation_advanced|intent_addressed|scope_matched|silent_assumption,
304597,1,false_confidence|generate_without_clarifying,
304634,1,intent_addressed|conversation_advanced|ai_structured_response|scope_matched|problem_ignored|ai_provides_alternatives,
304644,3,intent_missed|under_delivered|conversation_stalled|factual_error|ai_asserts_knowledge_limit|problem_ignored|repetition|ai_hedges_uncertainty|appropriate_hedge|ai_provides_caveats|intent_addressed|conversation_advanced|adaptation|scope_matched,user_ambiguous_request|user_repeats_request
304690,1,conversation_advanced|intent_addressed|ai_structured_response|scope_matched|ethical_tension|generate_without_clarifying|problem_ignored,
304710,1,conversation_advanced|intent_addressed|scope_matched|ai_structured_response|ai_flags_complexity|ai_provides_caveats|ai_hedges_uncertainty|false_confidence,
304747,1,intent_missed|generate_without_clarifying|problem_ignored|ai_structured_response|conversation_stalled,
304778,1,ai_summarizes|conversation_advanced|intent_addressed|scope_matched|generate_without_clarifying|problem_ignored,
304824,2,ai_refuses_or_declines|ethical_tension|ai_warns_user|generate_without_clarifying|intent_missed|scope_matched|under_delivered,user_ambiguous_request|user_repeats_request
304860,5,ai_structured_response|ai_provides_step_by_step|ai_provides_example|conversation_advanced|intent_addressed|scope_matched|generate_without_clarifying,user_abandons_thread|user_scope_change
304868,1,intent_addressed|conversation_advanced|scope_matched,
304887,5,ai_asked_clarifying_question|ai_asserts_knowledge_limit|ai_refuses_or_declines|ai_warns_user|intent_missed|generate_without_clarifying|conversation_stalled|performative_hedge|silent_assumption|adaptation|ai_acknowledges_correction|ai_provides_caveats|intent_addressed|conversation_advanced|scope_matched|ai_provides_example|under_delivered|error_recovery|ai_references_prior_turn|ai_structured_response,user_ambiguous_request|user_corrects_ai|user_asks_clarification|user_scope_change
304905,4,intent_addressed|conversation_advanced|scope_matched|ai_provides_example|problem_surfaced|adaptation|ai_acknowledges_correction|ai_structured_response|ai_references_prior_turn,user_implicit_correction|user_scope_change
304939,1,intent_missed|problem_ignored|ai_structured_response|generate_without_clarifying|plow_through|false_confidence,user_multi_request
304974,1,ai_structured_response|ai_refuses_or_declines|ai_asserts_knowledge_limit|ai_provides_example|conversation_advanced|scope_matched|intent_addressed|generate_without_clarifying|ai_empathy_expressed|performative_hedge,user_multi_request
305011,1,ai_provides_step_by_step|ai_structured_response|ai_offers_to_elaborate|conversation_advanced|intent_addressed|scope_matched|appropriate_confidence|false_confidence,
305029,3,false_confidence|intent_missed|generate_without_clarifying|silent_assumption|adaptation|ai_structured_response|intent_addressed|conversation_advanced|over_delivered|scope_matched|ai_validates_user|ai_references_prior_turn|ai_summarizes|ai_provides_step_by_step,user_scope_change
305091,1,intent_addressed|conversation_advanced|scope_matched|ai_structured_response|ai_provides_example|problem_surfaced,
305177,1,intent_missed|problem_ignored|under_delivered|conversation_stalled,user_multi_request
305284,1,ai_provides_example|ai_structured_response|generate_without_clarifying|conversation_advanced|scope_matched|intent_addressed|silent_assumption,user_ambiguous_request
305306,2,ai_structured_response|conversation_advanced|intent_addressed|over_delivered|generate_without_clarifying|scope_matched|ai_offers_to_elaborate|ai_provides_caveats|ai_references_prior_turn,
305386,1,intent_addressed|conversation_advanced|scope_matched|ai_structured_response|ai_provides_alternatives|problem_surfaced|ai_malfunction,
305448,1,intent_missed|generate_without_clarifying|problem_ignored|off_topic_drift|ai_structured_response|conversation_stalled,
305579,1,intent_addressed|conversation_advanced|scope_matched|ai_structured_response|appropriate_confidence,
305608,4,ai_provides_step_by_step|ai_structured_response|over_delivered|conversation_advanced|intent_addressed|ai_provides_example|ai_warns_user|appropriate_confidence|ai_hedges_uncertainty|ai_provides_caveats|ai_asserts_knowledge_limit|problem_ignored|under_delivered|generate_without_clarifying|performative_hedge|ai_provides_alternatives|scope_matched|ai_self_contradiction|factual_error|false_confidence|intent_missed|conversation_stalled,user_validation_seeking|user_implicit_correction
305627,1,intent_addressed|conversation_advanced|scope_matched|ai_structured_response|problem_ignored|generate_without_clarifying,
305699,1,conversation_advanced|intent_addressed|problem_ignored|generate_without_clarifying|scope_matched|ai_structured_response,
305732,1,ai_structured_response|ai_provides_step_by_step|intent_addressed|conversation_advanced|scope_matched,
305799,1,ai_structured_response|conversation_advanced|scope_matched|intent_addressed|ai_provides_example|appropriate_confidence,
305822,3,ai_structured_response|conversation_advanced|intent_addressed|generate_without_clarifying|under_delivered|silent_assumption|scope_matched|ai_references_prior_turn,user_ambiguous_request|user_scope_change
305830,7,ai_provides_step_by_step|ai_structured_response|conversation_advanced|intent_addressed|false_confidence|over_delivered|factual_error|ai_acknowledges_correction|adaptation|ai_hedges_uncertainty|scope_matched|error_recovery|performative_hedge|appropriate_confidence|ai_references_prior_turn|ai_provides_example|generate_without_clarifying,user_corrects_ai|user_implicit_correction|user_scope_change
305854,1,generate_without_clarifying|over_delivered|conversation_advanced|intent_addressed|silent_assumption,user_ambiguous_request
305969,4,under_delivered|false_confidence|factual_error|ai_hedges_uncertainty|ai_flags_complexity|ai_provides_alternatives|ai_provides_caveats|ai_structured_response|generate_without_clarifying|conversation_advanced|appropriate_hedge|ai_provides_step_by_step|scope_matched|intent_addressed|ai_normalizes_difficulty|ai_asked_clarifying_question|ai_stated_interpretation|intent_missed|ai_asserts_knowledge_limit,
305996,3,conversation_advanced|intent_addressed|scope_matched|appropriate_confidence|ai_validates_user|false_confidence|intent_missed|conversation_stalled|ai_references_user_words|factual_error|ai_hedges_uncertainty|ai_asserts_knowledge_limit|appropriate_hedge|ai_provides_caveats|generate_without_clarifying|under_delivered,user_asks_clarification|user_validation_seeking
306189,2,ai_asked_clarifying_question|ai_provides_step_by_step|ai_structured_response|ai_provides_caveats|conversation_advanced|intent_addressed|generate_without_clarifying|scope_matched|ai_hedges_uncertainty,
306229,1,conversation_advanced|intent_addressed|over_delivered|generate_without_clarifying|silent_assumption,
306551,2,intent_addressed|conversation_advanced|scope_matched|problem_ignored|adaptation|ai_acknowledges_correction|ai_references_prior_turn,user_implicit_correction
306554,2,ai_warns_user|scope_matched|conversation_advanced|intent_addressed|ai_provides_caveats|ai_references_user_words|performative_hedge|silent_assumption|ai_hedges_uncertainty|appropriate_hedge|false_confidence,user_asks_clarification|user_validation_seeking
306622,1,generate_without_clarifying|intent_missed|silent_assumption,
306732,3,ai_summarizes|ai_stated_interpretation|generate_without_clarifying|under_delivered|intent_missed|ai_references_user_words|silent_assumption|ai_refuses_or_declines|ai_asserts_knowledge_limit|ai_provides_step_by_step|ai_structured_response|ai_provides_caveats|conversation_stalled|over_delivered|performative_hedge|ai_offers_to_elaborate|repetition,user_ambiguous_request|user_multi_request|user_repeats_request|user_implicit_correction
306760,4,ai_summarizes|scope_matched|intent_addressed|conversation_advanced|under_delivered|ai_implicit_refusal|ai_structured_response|generate_without_clarifying|ai_references_prior_turn|ai_refuses_or_declines|ethical_tension,user_multi_request|user_ambiguous_request|user_scope_change
306953,1,intent_addressed|scope_matched|conversation_advanced|appropriate_confidence,
307069,1,conversation_advanced|intent_addressed|over_delivered|generate_without_clarifying|ai_structured_response|silent_assumption,
307130,1,conversation_advanced|intent_addressed|scope_matched|ai_structured_response|problem_ignored,
307231,4,ai_summarizes|scope_matched|intent_addressed|conversation_advanced|under_delivered|generate_without_clarifying|ai_structured_response|ai_refuses_or_declines|ethical_tension|conversation_stalled|repetition,user_multi_request|user_ambiguous_request|user_provides_invalid_input
307378,1,intent_addressed|conversation_advanced|scope_matched|ai_structured_response|ai_provides_alternatives|problem_surfaced,
307465,1,intent_addressed|conversation_advanced|scope_matched|ai_structured_response|problem_surfaced|problem_ignored|over_delivered,
307557,1,intent_addressed|conversation_advanced|ai_structured_response|scope_matched|generate_without_clarifying,
307626,1,intent_addressed|conversation_advanced|scope_matched|ai_structured_response|problem_ignored|generate_without_clarifying,user_multi_request
307698,1,intent_addressed|conversation_advanced|ai_structured_response|problem_ignored|over_delivered|scope_matched,
307715,1,intent_addressed|conversation_advanced|scope_matched|ai_structured_response|generate_without_clarifying|problem_ignored|silent_assumption,user_multi_request
307745,1,intent_addressed|conversation_advanced|under_delivered|problem_ignored,
307922,1,intent_addressed|conversation_advanced|under_delivered|problem_ignored,user_multi_request
307957,1,intent_addressed|conversation_advanced|problem_ignored|under_delivered|ai_structured_response,
308027,1,intent_addressed|conversation_advanced|scope_matched|problem_ignored|ai_structured_response|generate_without_clarifying,
308072,2,ai_stated_interpretation|ai_provides_alternatives|generate_without_clarifying|conversation_advanced|ai_flags_complexity|silent_assumption|intent_addressed|scope_matched|ai_provides_caveats,user_ambiguous_request|user_abandons_thread
308073,9,intent_addressed|conversation_advanced|ai_structured_response|ai_hedges_uncertainty|ai_summarizes|scope_matched|ai_provides_example|over_delivered|ai_acknowledges_correction|adaptation|ai_validates_user|ai_normalizes_difficulty|false_confidence|ai_references_user_words|generate_without_clarifying|intent_missed|conversation_stalled|ai_self_contradiction|problem_ignored|factual_error|ai_references_prior_turn|error_recovery|under_delivered,user_corrects_ai|user_implicit_correction|user_scope_change|user_validation_seeking
308110,1,intent_missed|off_topic_drift|problem_ignored|ai_structured_response|conversation_stalled,user_multi_request
308152,1,intent_addressed|conversation_advanced|scope_matched|problem_ignored|under_delivered|silent_assumption,user_multi_request
308217,1,intent_missed|problem_ignored|under_delivered|conversation_stalled|over_delivered,user_multi_request
308279,1,ai_structured_response|ai_provides_step_by_step|conversation_advanced|intent_addressed|scope_matched|ai_provides_alternatives|ai_hedges_uncertainty|generate_without_clarifying,
308283,1,intent_addressed|conversation_advanced|ai_structured_response|scope_matched|ai_provides_alternatives|problem_surfaced|over_delivered,
308302,1,conversation_advanced|intent_addressed|scope_matched|ai_structured_response|generate_without_clarifying|silent_assumption,
308350,1,intent_addressed|conversation_advanced|under_delivered|problem_ignored,user_multi_request
308466,1,generate_without_clarifying|false_confidence|intent_missed|conversation_stalled|silent_assumption|factual_error,
308470,1,under_delivered|problem_ignored|intent_missed|conversation_advanced,
308480,1,intent_missed|problem_ignored|off_topic_drift|ai_structured_response|plow_through,user_multi_request
308495,1,intent_addressed|conversation_advanced|scope_matched|ai_structured_response|ai_provides_alternatives,
308551,1,intent_addressed|conversation_advanced|scope_matched|ai_structured_response|ai_provides_alternatives|problem_surfaced|problem_ignored,
308566,1,intent_addressed|conversation_advanced|scope_matched|ai_structured_response|problem_ignored|under_delivered,user_multi_request
308648,5,intent_addressed|conversation_advanced|scope_matched|ai_summarizes|ai_structured_response|repetition|ai_provides_example,
308682,1,intent_addressed|conversation_advanced|scope_matched|ai_structured_response|ai_provides_example|ai_cites_source|problem_surfaced|over_delivered,
308728,1,intent_addressed|conversation_advanced|scope_matched|generate_without_clarifying,
308761,1,conversation_advanced|intent_addressed|scope_matched|over_delivered|ai_structured_response|appropriate_confidence,
308765,1,intent_addressed|conversation_advanced|generate_without_clarifying|problem_ignored|ai_structured_response|under_delivered|scope_matched,
308784,1,intent_addressed|conversation_advanced|problem_ignored|under_delivered,user_multi_request
308785,2,ai_structured_response|conversation_advanced|scope_matched|intent_addressed|ai_provides_example|ai_provides_caveats|under_delivered|conversation_stalled|ai_malfunction,user_multi_request|user_scope_change
308791,4,intent_addressed|conversation_advanced|over_delivered|ai_summarizes|ai_structured_response|scope_matched|repetition|appropriate_confidence|ai_provides_example,user_repeats_request|user_abandons_thread
309007,2,ai_asked_clarifying_question|ai_structured_response|conversation_advanced|intent_addressed|scope_matched|generate_without_clarifying|appropriate_confidence|factual_error,
309030,1,intent_missed|ai_structured_response|off_topic_drift|generate_without_clarifying|problem_ignored,
309035,1,intent_addressed|ai_structured_response|over_delivered|problem_ignored|conversation_advanced|scope_matched|ai_provides_example,user_multi_request
309120,1,ai_implicit_refusal|intent_missed|conversation_stalled|problem_ignored|under_delivered|ai_malfunction,user_multi_request
309155,1,intent_addressed|conversation_advanced|scope_matched,
309268,1,conversation_advanced|intent_addressed|scope_matched|over_delivered|ai_structured_response,
309317,1,intent_missed|generate_without_clarifying|problem_ignored|ai_structured_response|off_topic_drift|silent_assumption,user_multi_request
309398,3,intent_addressed|ai_warns_user|ai_provides_caveats|conversation_advanced|scope_matched|problem_surfaced|factual_error|ai_hedges_uncertainty|ai_asserts_knowledge_limit|appropriate_hedge|ai_acknowledges_correction|adaptation|under_delivered|intent_missed|problem_ignored|conversation_stalled|performative_hedge,user_ambiguous_request|user_implicit_correction
309400,1,intent_missed|problem_ignored|ai_structured_response|under_delivered|conversation_stalled,user_multi_request
309486,2,ai_provides_step_by_step|ai_structured_response|intent_addressed|conversation_advanced|scope_matched|ai_provides_example|ai_warns_user|ai_references_prior_turn,user_ambiguous_request
309547,1,ai_implicit_refusal|intent_missed|problem_ignored|conversation_advanced|ai_structured_response|under_delivered,user_multi_request
309548,1,intent_missed|problem_ignored|ai_structured_response|generate_without_clarifying|off_topic_drift,user_multi_request
309549,3,ai_structured_response|under_delivered|conversation_advanced|intent_addressed|ai_hedges_uncertainty|ai_offers_to_elaborate|false_confidence|scope_matched|ai_references_prior_turn|factual_error,
309590,1,intent_addressed|scope_matched|conversation_advanced,
309620,1,intent_missed|off_topic_drift|ai_structured_response|generate_without_clarifying|problem_ignored|conversation_stalled,
309646,1,conversation_advanced|intent_addressed|scope_matched|ai_structured_response|generate_without_clarifying|ai_hedges_uncertainty,
309709,1,intent_addressed|conversation_advanced|problem_ignored|under_delivered|generate_without_clarifying|ai_malfunction,user_multi_request
309716,2,intent_addressed|conversation_advanced|scope_matched|over_delivered|generate_without_clarifying|adaptation,user_ambiguous_request|user_implicit_correction
309724,2,ai_structured_response|ai_provides_caveats|ai_warns_user|conversation_advanced|under_delivered|generate_without_clarifying|intent_addressed|ai_provides_step_by_step|silent_assumption|performative_hedge|adaptation|scope_matched|problem_ignored|ai_references_prior_turn,user_multi_request|user_implicit_correction
309725,1,conversation_advanced|intent_addressed|over_delivered|generate_without_clarifying,user_ambiguous_request
309737,1,intent_addressed|conversation_advanced|ai_structured_response|scope_matched|problem_surfaced|ai_provides_example|generate_without_clarifying|problem_ignored|false_confidence,
309871,2,ai_provides_step_by_step|ai_structured_response|generate_without_clarifying|intent_missed|false_confidence|silent_assumption|factual_error|intent_addressed|conversation_advanced|scope_matched|appropriate_confidence|ai_references_prior_turn,user_ambiguous_request|user_asks_clarification
